Lat,Lon,Pop Density,Intersections,Pedways,Bikeways,POIs,Transit,WalkScore
41.7946,-87.6165,15571.43,38.2,1101.35,24.19,110.77,114.59,71
41.7829,-87.6138,27553.19,33.1,1902.22,20.37,141.33,159.15,67
41.9247,-87.7348,14664.56,54.75,2095.75,29.28,127.32,68.75,79
41.932,-87.7543,22560.78,30.56,617.52,26.74,124.78,61.12,82
42.0096,-87.6892,20116.28,86.58,1452.77,15.28,86.58,85.31,82
41.7584,-87.5926,14204.24,53.48,2295.65,16.55,126.05,148.97,75
41.8815,-87.6466,41159.51,276.29,3570.16,87.85,1595.37,322.13,99
41.9945,-87.8818,1326.14,47.11,351.41,3.82,160.43,49.66,25
41.8737,-87.6837,3876.4,113.32,2436.98,85.31,1597.92,213.9,81
41.9248,-87.6746,6938.71,90.4,1792.72,106.95,346.32,78.94,89
41.6979,-87.7177,10052.94,12.73,450.73,0,48.38,63.66,44
41.8721,-87.6372,6486.51,207.54,2850.78,128.6,920.55,361.6,77
41.8341,-87.6066,12198.74,12.73,889.99,19.1,96.77,40.74,53
41.9645,-87.6419,8297.39,30.56,870.9,81.49,187.17,48.38,42
41.8051,-87.6369,3954.55,21.65,1357.27,17.83,58.57,160.43,24
41.8903,-87.6517,17913.39,197.35,3256.95,221.54,883.63,117.14,91
41.9969,-87.8085,7413.04,12.73,409.98,14.01,68.75,68.75,70
41.7445,-87.6841,9900.78,8.91,1429.85,5.09,71.3,39.47,53
41.9792,-87.7688,12321.74,58.57,1778.72,16.55,89.13,72.57,88
41.6738,-87.5514,433.81,1.27,39.47,11.46,21.65,0,0
41.7744,-87.6024,16977.61,19.1,1839.83,19.1,114.59,160.43,70
41.704,-87.6441,5583.77,12.73,1440.03,16.55,96.77,61.12,74
41.8458,-87.6505,6890.28,48.38,1390.38,50.93,154.06,133.69,75
41.7467,-87.5391,2102.27,14.01,630.25,1.27,19.1,31.83,21
41.8183,-87.7051,9311.02,16.55,1830.92,2.55,75.12,91.67,78
41.7439,-87.6454,14965.08,17.83,958.75,29.28,156.61,131.14,65
41.8247,-87.6489,9995.51,47.11,1427.3,28.01,136.24,142.6,76
41.8028,-87.6743,31261.9,40.74,2144.14,6.37,108.23,150.24,73
41.6546,-87.5695,1382.82,3.82,44.56,15.28,10.19,0,0
41.7508,-87.6459,14965.08,11.46,965.12,17.83,175.71,115.86,77
41.9019,-87.6757,32301.59,64.94,2765.48,90.4,646.81,109.5,95
41.6814,-87.6371,8147.7,14.01,586.96,33.1,106.95,110.77,66
41.755,-87.7107,4276.6,26.74,1513.88,0,31.83,52.2,38
41.9988,-87.683,22805.37,87.85,1889.49,7.64,244.46,64.94,81
41.8771,-87.6465,41159.51,216.45,3025.22,61.12,1320.35,313.22,93
41.8612,-87.7362,11083.12,25.46,1464.23,5.09,84.03,87.85,47
41.7973,-87.6765,15746.15,53.48,2116.12,8.91,72.57,128.6,57
41.7002,-87.5894,433.81,0,63.66,0,28.01,12.73,13
41.7097,-87.5896,2994.14,14.01,230.46,0,28.01,31.83,8
41.7043,-87.6527,5583.77,10.19,1459.13,28.01,80.21,70.03,64
41.7406,-87.6976,5175.94,8.91,1832.19,0,58.57,58.57,61
41.9463,-87.6883,5120.43,143.88,2041.0,151.52,238.1,99.31,87
41.7624,-87.644,7592.06,14.01,2069.01,10.19,99.31,91.67,67
41.7279,-87.5989,3498.37,8.91,1476.96,1.27,57.3,117.14,54
41.9469,-87.7404,9000.0,64.94,1605.56,20.37,215.18,100.59,55
41.9519,-87.6985,21297.66,57.3,1853.84,58.57,217.72,47.11,73
41.839,-87.6647,1978.64,25.46,1384.01,7.64,95.49,72.57,79
41.722,-87.6202,9244.05,25.46,1420.94,8.91,49.66,169.34,58
41.8102,-87.6249,16190.48,68.75,2085.57,20.37,128.6,229.18,79
41.7708,-87.6667,8531.47,22.92,3030.31,16.55,106.95,99.31,69
41.8054,-87.6592,11181.56,25.46,1968.43,3.82,95.49,142.6,74
41.6839,-87.6096,1719.8,5.09,1021.14,1.27,78.94,35.65,43
41.8464,-87.7341,16264.93,42.02,1643.75,3.82,118.41,86.58,75
41.9728,-87.7893,11187.63,20.37,324.68,1.27,52.2,61.12,61
41.9596,-87.6991,23685.04,45.84,2383.5,71.3,210.08,52.2,83
41.7635,-87.6102,15379.45,22.92,2141.59,20.37,103.13,202.45,75
